id;lote;data_lote;fonte;nivel;livro_biblico;testamento;categoria_ebd;ebd_versao;referencia;pergunta_pt;alternativa_pt_a;alternativa_pt_b;alternativa_pt_c;alternativa_pt_d;resposta_correta;pergunta_en;alternativa_en_a;alternativa_en_b;alternativa_en_c;alternativa_en_d;status_revisao
93000;2CORINTIOS_COMPLETO;2026-08-22;IA (Claude);1;2 Coríntios;NT;;;2Co 1:1;Quem escreveu a segunda carta aos Coríntios?;Paulo;Pedro;Apolo;Tito;0;;;;;;rascunho (IA)
93001;2CORINTIOS_COMPLETO;2026-08-22;IA (Claude);1;2 Coríntios;NT;;;2Co 1:1;Quem é citado junto com Paulo na saudação de 2 Coríntios?;Lucas;Silas;Timóteo;Tito;2;;;;;;rascunho (IA)
93002;2CORINTIOS_COMPLETO;2026-08-22;IA (Claude);1;2 Coríntios;NT;;;2Co 1:3;Como Deus é chamado no início de 2 Coríntios?;Rei eterno e invisível;Deus de Abraão e de Isaque;Pai das misericórdias e Deus de toda consolação;Senhor dos exércitos;2;;;;;;rascunho (IA)
93003;2CORINTIOS_COMPLETO;2026-08-22;IA (Claude);1;2 Coríntios;NT;;;2Co 5:17;O que é aquele que está em Cristo, segundo Paulo?;Uma nova criatura;Um herdeiro da lei;Um mestre da fé;Um servo aprovado;0;;;;;;rascunho (IA)
93004;2CORINTIOS_COMPLETO;2026-08-22;IA (Claude);1;2 Coríntios;NT;;;2Co 5:17;O que aconteceu com as coisas velhas, para quem está em Cristo?;Foram esquecidas;Foram guardadas;Já passaram;Foram transformadas;2;;;;;;rascunho (IA)
93005;2CORINTIOS_COMPLETO;2026-08-22;IA (Claude);1;2 Coríntios;NT;;;2Co 5:7;Como Paulo diz que andamos?;Por sinais, e não por palavras;Por fé, e não por vista;Por obras, e não por fé;Pela lei, e não pela graça;1;;;;;;rascunho (IA)
93006;2CORINTIOS_COMPLETO;2026-08-22;IA (Claude);1;2 Coríntios;NT;;;2Co 9:7;Que tipo de doador Deus ama, segundo Paulo?;O que dá com alegria;O que dá primeiro;O que dá muito;O que dá em segredo;0;;;;;;rascunho (IA)
93007;2CORINTIOS_COMPLETO;2026-08-22;IA (Claude);1;2 Coríntios;NT;;;2Co 12:9;O que o Senhor respondeu a Paulo sobre a sua graça?;Pede e receberás mais;A graça já se esgotou;A graça é só para os fortes;Basta-te a minha graça;3;;;;;;rascunho (IA)
93008;2CORINTIOS_COMPLETO;2026-08-22;IA (Claude);1;2 Coríntios;NT;;;2Co 12:9;Onde o poder de Deus se aperfeiçoa, segundo a resposta dada a Paulo?;Na sabedoria;Na fraqueza;Na riqueza;Na multidão;1;;;;;;rascunho (IA)
93009;2CORINTIOS_COMPLETO;2026-08-22;IA (Claude);1;2 Coríntios;NT;;;2Co 4:7;Em que temos este tesouro, segundo Paulo?;Em odres novos;Em vasos de barro;Em arcas de ouro;Em cofres de pedra;1;;;;;;rascunho (IA)
93010;2CORINTIOS_COMPLETO;2026-08-22;IA (Claude);1;2 Coríntios;NT;;;2Co 13:14;Quais três coisas Paulo menciona na bênção final de 2 Coríntios?;Justiça, paz e alegria;Sabedoria, poder e glória;Fé, esperança e amor;Graça de Cristo, amor de Deus e comunhão do Espírito Santo;3;;;;;;rascunho (IA)
93011;2CORINTIOS_COMPLETO;2026-08-22;IA (Claude);1;2 Coríntios;NT;;;2Co 5:20;O que Paulo diz que somos, da parte de Cristo?;Soldados;Servos;Mensageiros;Embaixadores;3;;;;;;rascunho (IA)
93012;2CORINTIOS_COMPLETO;2026-08-22;IA (Claude);1;2 Coríntios;NT;;;2Co 6:2;Segundo Paulo, quando é o tempo aceitável e o dia da salvação?;No fim dos tempos;Agora;Após a tribulação;Quando Cristo voltar;1;;;;;;rascunho (IA)
93013;2CORINTIOS_COMPLETO;2026-08-22;IA (Claude);1;2 Coríntios;NT;;;2Co 9:6;O que colhe aquele que semeia escassamente?;Em dobro;Escassamente;Abundantemente;Nada;1;;;;;;rascunho (IA)
93014;2CORINTIOS_COMPLETO;2026-08-22;IA (Claude);1;2 Coríntios;NT;;;2Co 3:17;Onde está o Espírito do Senhor, o que há ali?;Juízo;Silêncio;Poder;Liberdade;3;;;;;;rascunho (IA)
