id;lote;data_lote;fonte;nivel;livro_biblico;testamento;categoria_ebd;ebd_versao;referencia;pergunta_pt;alternativa_pt_a;alternativa_pt_b;alternativa_pt_c;alternativa_pt_d;resposta_correta;pergunta_en;alternativa_en_a;alternativa_en_b;alternativa_en_c;alternativa_en_d;status_revisao
37606;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 84:1;Como começa o Salmo 84, ao falar da casa de Deus?;Quão amáveis são os teus tabernáculos;Quão altos são os teus muros;Quão firmes são os teus alicerces;Quão largos são os teus átrios;0;;;;;;rascunho (IA)
37607;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 84:10;Quanto vale um dia nos átrios do Senhor, segundo o Salmo 84?;Vale como uma vida;Vale mais do que mil;Vale como sete dias;Vale como um ano inteiro;1;;;;;;rascunho (IA)
37608;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 84:11;O que o Senhor Deus é, segundo o Salmo 84:11?;Pastor e guia;Rei e juiz;Sol e escudo;Rocha e fortaleza;2;;;;;;rascunho (IA)
37609;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 73:1;A quem é atribuído o Salmo 73, segundo o seu título?;A Davi;A Salomão;Aos filhos de Corá;A Asafe;3;;;;;;rascunho (IA)
37610;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 73:2;O que quase aconteceu com os pés do salmista, no Salmo 73?;Quase resvalaram;Quase se firmaram;Quase pararam no caminho;Quase voltaram atrás;0;;;;;;rascunho (IA)
37611;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 73:17;Onde o salmista entrou e passou a entender o fim dos ímpios?;Na cidade dos justos;No santuário de Deus;Na assembleia dos anciãos;No conselho dos sábios;1;;;;;;rascunho (IA)
37612;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 73:25;Que pergunta o salmista faz sobre o céu, no Salmo 73:25?;Onde está o teu trono no céu?;Quando abrirás os céus?;Quem mais tenho eu no céu senão a ti?;Quem subirá ao céu por mim?;2;;;;;;rascunho (IA)
37613;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 80:1;Como Deus é chamado no início do Salmo 80?;Rei das nações;Rocha eterna;Juiz da terra;Pastor de Israel;3;;;;;;rascunho (IA)
37614;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 81:10;Que promessa Deus faz no Salmo 81:10?;Abre bem a boca, e ta encherei;Levanta os teus olhos e verás;Estende a tua mão e receberás;Ouve a minha voz e viverás;0;;;;;;rascunho (IA)
37615;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 82:3;Que ordem o Salmo 82:3 dá quanto ao fraco e ao órfão?;Contai-lhes as promessas;Fazei-lhes justiça;Ensinai-lhes a lei;Levai-os ao santuário;1;;;;;;rascunho (IA)
37616;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 85:10;Que duas coisas se beijam, segundo o Salmo 85:10?;A lei e o juízo;O temor e a sabedoria;A justiça e a paz;A força e a glória;2;;;;;;rascunho (IA)
37617;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 86:5;Como o Senhor é descrito no Salmo 86:5?;Justo e severo;Distante e silencioso;Zeloso e vingador;Bom e perdoador;3;;;;;;rascunho (IA)
37618;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 86:11;Que pedido o salmista faz no Salmo 86:11?;Ensina-me, Senhor, o teu caminho;Livra-me, Senhor, dos meus inimigos;Multiplica, Senhor, os meus dias;Devolve-me, Senhor, a minha herança;0;;;;;;rascunho (IA)
37619;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 87:3;Que se diz da cidade de Deus, no Salmo 87:3?;Chorarás por muitos anos;Coisas gloriosas se dizem de ti;Nada mais restará de ti;Serás entregue às nações;1;;;;;;rascunho (IA)
37620;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 89:1;Como começa o Salmo 89?;Bendito seja o Deus de Israel;Levanta-te, Senhor, e julga;Cantarei para sempre as misericórdias do Senhor;Ouve, ó Deus, o meu clamor;2;;;;;;rascunho (IA)
37621;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 89:52;Que expressão encerra o terceiro livro do Saltério?;Aleluia;Selá;Findam as orações;Amém e amém;3;;;;;;rascunho (IA)
37622;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 78:4;A quem o salmista promete contar os louvores do Senhor, no Salmo 78?;À geração vindoura;Aos reis das nações;Aos sacerdotes do templo;Aos anciãos das tribos;0;;;;;;rascunho (IA)
37623;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 78:25;Como o maná é chamado no Salmo 78:25?;Pão dos peregrinos;Pão dos anjos;Pão da aflição;Pão da promessa;1;;;;;;rascunho (IA)
37624;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 75:7;O que Deus faz, sendo o juiz, segundo o Salmo 75:7?;A ninguém condena antes do tempo;A todos poupa por misericórdia;A um abate e a outro exalta;A todos julga igualmente;2;;;;;;rascunho (IA)
37625;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 84:2;Pelo que a alma do salmista suspira e desfalece, no Salmo 84?;Pela terra dos seus pais;Pela paz entre os povos;Pelo fim das suas aflições;Pelos átrios do Senhor;3;;;;;;rascunho (IA)
37626;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 84:3;Que duas aves são mencionadas no Salmo 84:3?;O pardal e a andorinha;A pomba e a rola;A águia e o corvo;A perdiz e a codorniz;0;;;;;;rascunho (IA)
37627;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 84:7;Como andam os que têm a sua força em Deus, segundo o Salmo 84:7?;Voltam pelo mesmo caminho;Vão indo de força em força;Caminham em silêncio;Descansam a cada jornada;1;;;;;;rascunho (IA)
37628;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 80:8;Que planta Deus trouxe do Egito, segundo o Salmo 80?;Uma figueira;Uma palmeira;Uma videira;Uma oliveira;2;;;;;;rascunho (IA)
37629;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 83:1;Que pedido abre o Salmo 83?;Ó Deus, não me julgues;Ó Deus, não me esqueças;Ó Deus, não me provês;Ó Deus, não te cales;3;;;;;;rascunho (IA)
37630;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 77:11;O que o salmista decide recordar, no Salmo 77:11?;Os feitos do Senhor;As promessas dos pais;Os dias da sua juventude;As leis do santuário;0;;;;;;rascunho (IA)
37631;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 88:3;Como o salmista descreve a sua alma, no Salmo 88:3?;Cheia de temor;Cheia de angústias;Cheia de louvor;Cheia de esperança;1;;;;;;rascunho (IA)
37632;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 73:26;O que Deus é para o salmista, quando a carne e o coração desfalecem?;A esperança de outra vida;O juiz das suas obras;A fortaleza do seu coração e a sua herança para sempre;O socorro dos seus dias breves;2;;;;;;rascunho (IA)
37633;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 89:14;Que dois fundamentos sustentam o trono de Deus, no Salmo 89:14?;Força e glória;Paz e verdade;Temor e sabedoria;Justiça e direito;3;;;;;;rascunho (IA)
37634;SALMOS_LIVRO3;2026-08-22;IA (Claude);1;Salmos;AT;;;Sl 74:2;De que o salmista pede que Deus se lembre, no Salmo 74:2?;Da sua congregação, que ele adquiriu desde a antiguidade;Das promessas feitas a Abraão;Dos dias da saída do Egito;Dos sacrifícios oferecidos no altar;0;;;;;;rascunho (IA)
37635;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 73:3;O que levou o salmista a invejar os arrogantes, no Salmo 73?;Perceber o silêncio de Deus;Ver a prosperidade dos ímpios;Ouvir a sabedoria dos anciãos;Contemplar a riqueza dos reis;1;;;;;;rascunho (IA)
37636;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 73:16;Como foi para o salmista tentar entender a prosperidade dos ímpios?;Foi-lhe revelado em sonho;Foi-lhe explicado pelos sábios;Foi-lhe penoso demais;Foi-lhe fácil e imediato;2;;;;;;rascunho (IA)
37637;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 73:28;Que conclusão o salmista tira no fim do Salmo 73?;Melhor é guardar silêncio;Vale a pena esperar a velhice;Convém afastar-se dos homens;Bom é para mim aproximar-me de Deus;3;;;;;;rascunho (IA)
37638;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 74:9;Que lamento o Salmo 74:9 expressa sobre os sinais?;Já não vemos os nossos sinais, nem há mais profeta;Os sinais foram mal interpretados;Os profetas se calaram por um ano;Os sinais foram dados às nações;0;;;;;;rascunho (IA)
37639;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 75:1;Como começa o Salmo 75?;Bendito seja o teu nome;Graças te damos, ó Deus, graças te damos;Ouve, ó Deus, a nossa queixa;Levanta-te, ó Deus, e julga;1;;;;;;rascunho (IA)
37640;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 76:1;Onde Deus é conhecido, segundo o Salmo 76:1?;Somente no deserto;Nos montes do norte;Em Judá, e grande é o seu nome em Israel;Entre todas as nações;2;;;;;;rascunho (IA)
37641;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 77:1;O que acontece quando o salmista eleva a sua voz a Deus, no Salmo 77?;Deus se cala por um tempo;Deus envia um profeta;Deus lhe mostra uma visão;Deus lhe dá ouvidos;3;;;;;;rascunho (IA)
37642;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 77:9;Que pergunta angustiada o salmista faz no Salmo 77:9?;Esqueceu-se Deus de ser benigno?;Onde está a casa do Senhor?;Quem me acusará diante dele?;Quando virá o meu livramento?;0;;;;;;rascunho (IA)
37643;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 78:2;Como o salmista anuncia que falará, no Salmo 78:2?;Escreverá tudo num livro;Abrirá os lábios em parábolas e proporá enigmas dos tempos antigos;Falará somente com clareza;Cantará com harpa e lira;1;;;;;;rascunho (IA)
37644;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 78:24;O que Deus fez chover sobre o povo no deserto, segundo o Salmo 78?;As codornizes apenas;A chuva serôdia;O maná;A saraiva;2;;;;;;rascunho (IA)
37645;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 79:1;Que lamento abre o Salmo 79?;A fome cobriu toda a terra;Os profetas se calaram;O rei foi levado cativo;As nações invadiram a tua herança e profanaram o teu santo templo;3;;;;;;rascunho (IA)
37646;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 80:3;Que refrão se repete no Salmo 80?;Restaura-nos, ó Deus, faze resplandecer o teu rosto, e seremos salvos;Bendito seja o Deus de Jacó;Levanta-te, Senhor, e defende a tua causa;Lembra-te da tua aliança;0;;;;;;rascunho (IA)
37647;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 81:1;Que convite abre o Salmo 81?;Reuni-vos para o juízo;Cantai com júbilo a Deus, que é a nossa fortaleza;Calai-vos diante do Senhor;Trazei ofertas ao santuário;1;;;;;;rascunho (IA)
37648;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 82:1;Onde Deus assiste, segundo o Salmo 82:1?;No alto dos céus somente;Junto ao altar do templo;Na congregação dos poderosos;No meio das nações;2;;;;;;rascunho (IA)
37649;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 82:6;Que declaração do Salmo 82:6 foi citada por Jesus no evangelho de João?;O Senhor é o meu pastor;Não há justo, nem um sequer;Bendito o que vem em nome do Senhor;Eu disse: sois deuses;3;;;;;;rascunho (IA)
37650;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 84:4;Quem é bem-aventurado, segundo o Salmo 84:4?;Os que habitam na casa de Deus e continuamente o louvam;Os que trazem muitas ofertas;Os que vencem os inimigos;Os que descendem de Levi;0;;;;;;rascunho (IA)
37651;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 84:5;Como é descrito o homem bem-aventurado no Salmo 84:5?;Aquele cujo nome é conhecido;Aquele cuja força está em Deus;Aquele cuja casa é ampla;Aquele cujos filhos são muitos;1;;;;;;rascunho (IA)
37652;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 84:12;Que declaração encerra o Salmo 84?;Grande é o Senhor em Sião;Amém e amém, para sempre;Bem-aventurado o homem que em ti confia;Bendito seja o Senhor dos Exércitos;2;;;;;;rascunho (IA)
37653;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 85:8;O que o salmista se dispõe a ouvir, no Salmo 85:8?;O conselho dos anciãos;A queixa das nações;O clamor dos aflitos;O que Deus falará, pois falará de paz ao seu povo;3;;;;;;rascunho (IA)
37654;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 86:1;Que pedido abre o Salmo 86?;Inclina, Senhor, os teus ouvidos e ouve-me;Levanta-te, Senhor, e julga a terra;Perdoa, Senhor, os meus pecados;Ensina-me, Senhor, os teus juízos;0;;;;;;rascunho (IA)
37655;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 86:15;Como Deus é descrito no Salmo 86:15?;Distante das aflições humanas;Compassivo e misericordioso, tardio em irar-se;Severo e pronto a julgar;Escondido e silencioso;1;;;;;;rascunho (IA)
37656;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 87:2;O que o Senhor ama mais do que todas as moradas de Jacó, no Salmo 87?;As tendas dos patriarcas;Os montes do norte;As portas de Sião;Os altares do deserto;2;;;;;;rascunho (IA)
37657;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 88:1;Quando o salmista clama diante de Deus, segundo o Salmo 88:1?;Somente ao amanhecer;Nas festas anuais;Ao pôr do sol;De dia e de noite;3;;;;;;rascunho (IA)
37658;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 89:6;Que pergunta o Salmo 89:6 faz sobre os céus?;Quem nos céus se pode igualar ao Senhor?;Quantos são os anjos do céu?;Onde estão as portas do céu?;Quando se abrirão os céus?;0;;;;;;rascunho (IA)
37659;SALMOS_LIVRO3;2026-08-22;IA (Claude);2;Salmos;AT;;;Sl 89:20;Que servo Deus declara ter achado, no Salmo 89:20?;Abraão;Davi;Moisés;Samuel;1;;;;;;rascunho (IA)
